y,s,a,w1,w2
71.52041728,4.846666144,1,4.949805485,5.075543546
119.2979431,10.86879157,1,4.758835365,3.962522423
27.99820722,1.421344226,1,1.95691542,5.447978098
96.00077761,7.151073194,1,5.747591661,4.824581701
93.85676102,8.677068694,1,3.918117658,3.006184575
26.80254203,2.439809471,1,2.752054915,0.38282971
54.11323495,4.702471222,1,3.636131301,0.990589441
80.15585816,7.055259881,1,1.732331621,2.986578436
105.1276608,10.35059874,1,4.306985063,0.784256003
144.9341107,14.23807168,1,5.540384655,0.563558219
60.17429361,4.567868549,1,4.049636919,3.322764868
38.94306214,3.290152935,1,1.115639954,2.979349762
36.62297143,2.904959195,1,2.088402977,4.481019556
20.46291634,1.497479792,1,0.741117187,2.926233562
85.89952431,7.973501038,1,0.648697313,5.900083421
57.33228516,5.519147415,1,1.787719199,0.276637074
47.70657433,2.05701558,1,5.029199406,5.672484188
148.6000643,13.65714853,1,5.956626564,4.479394478
138.5204209,13.45409963,1,2.622806456,5.311676309
77.72275611,7.944057709,1,1.215387424,0.295944159
87.55247256,7.573180316,1,5.783229004,2.702353151
132.9138095,12.86963818,1,3.962322672,4.221437008
123.7360363,11.59387442,1,1.788700977,5.072939391
-23.95376091,-3.65945125,1,0.715573115,3.508722162
109.2676523,10.81503246,1,3.598509607,1.928276712
77.2807333,6.845847657,1,0.721143317,4.524626613
50.50481916,3.561847928,1,4.730592098,3.309468606
86.312505,7.860523339,1,2.217576425,3.436204882
113.227067,11.20776264,1,5.737937017,0.723930831
57.50833447,4.290226611,1,5.481459935,0.469102268
50.64145771,3.706402718,1,4.940018061,2.825885429
56.54423851,3.837534525,1,1.916892935,4.648780177
104.2143166,10.15237035,1,5.266201955,0.522018252
103.1484818,8.859154836,1,4.802105988,4.877746736
-16.99958387,-4.765614285,1,3.668139846,5.677820048
29.29861474,2.107202941,1,0.434526825,1.463183625
57.63316468,5.962387746,1,2.529526262,0.938065113
30.43038131,2.547581108,1,2.066793609,0.188665085
106.3395936,9.815828804,1,4.510414122,3.70990322
27.65511224,1.129862275,1,1.31250792,3.812673905
36.16459543,2.044720232,1,1.752803836,5.074035227
103.6529887,9.051880732,1,2.135720192,5.959202121
145.1330044,14.47285909,1,3.791771543,0.57124152
33.27404726,1.182724166,1,5.3551864,3.784176137
126.1371777,11.38746982,1,4.464196687,3.326182597
34.79943687,2.923347991,1,2.743334534,0.979767098
138.8271764,14.23283149,1,0.216572662,3.737148534
81.98619557,8.059559056,1,3.411087111,0.041812582
45.30278324,3.172231707,1,2.634095343,4.231934576
83.88059389,8.070684183,1,3.602906724,0.062680087
100.7833509,8.924760274,1,5.70829657,0.679357481
123.2894751,11.62317855,1,1.616587871,5.182252876
90.51204226,7.574793917,1,3.953030346,3.900167316
37.11454387,2.936063565,1,0.458827281,3.723814102
7.323553381,-0.237938829,1,0.427711245,3.486495908
70.56888479,7.219631648,1,2.22198912,0.697373169
68.68690769,5.309404472,1,1.782613202,5.844285265
26.78017304,0.989874643,1,3.306469632,5.320950539
30.20148782,2.690663762,1,2.219343531,1.52824189
134.5194495,11.30183588,1,5.074137191,5.522864413
144.9388862,15.29553804,1,3.724744217,0.085158194
65.57175388,6.15156419,1,2.394840133,4.951461749
83.9251227,7.956828646,1,1.79796917,3.742993221
59.75664835,4.625824049,1,2.28671902,4.1999487
35.88958398,2.278469492,1,4.206809619,3.61294125
102.1096992,9.770876321,1,5.681191744,1.250187626
73.55555681,6.172087574,1,4.636969926,1.846196931
31.31684054,2.459344482,1,1.31730097,0.928468719
79.50348115,6.902410504,1,4.296662175,2.197508097
-23.46968393,-3.653632822,1,3.985307788,0.415297377
18.61245845,-0.145243975,1,4.237501207,5.144605501
101.8753263,9.079642671,1,1.677767959,5.56898814
67.90303728,5.458119669,1,4.273502971,5.72107844
99.49282766,8.179987124,1,3.96565265,5.577204344
131.5512574,13.03252471,1,0.246076133,5.534652752
22.91477146,1.278032069,1,0.366848969,5.071215954
76.78125705,6.993112511,1,1.678570158,5.106297579
124.6794194,13.1409042,1,1.811806302,0.592163174
60.36640435,3.926587863,1,5.73966498,3.057779345
75.98087872,7.015683,1,2.338912313,1.769246828
24.96108509,1.609609124,1,2.23073272,1.611772493
65.60831383,6.515661463,1,5.058854917,1.877968563
150.6647945,14.31404107,1,5.083410003,5.711384201
92.53286019,9.731969817,1,1.915986916,0.739446582
57.70516163,5.968558081,1,0.795036279,1.981830607
68.98114336,5.639067987,1,3.702654719,3.741410592
33.74764151,1.992102523,1,4.747827056,1.190518512
165.2555748,16.64874574,1,2.028292238,3.72926104
5.089800739,-1.403158251,1,5.432685582,1.509409647
56.57723207,5.457791851,1,1.185340261,1.057494288
19.98190421,-0.333097678,1,4.764511077,4.161837684
101.4571009,9.805770647,1,4.527617368,0.895368017
76.50286148,6.155899362,1,5.468369084,1.336977796
127.0494206,13.46184981,1,1.936126227,1.983912671
92.01579152,8.709100957,1,0.517016839,5.141096072
146.7969316,13.74974446,1,5.467202725,3.447246728
47.46293507,3.531579392,1,5.731042951,0.095998427
48.60139097,4.503129808,1,4.026857663,0.147862192
97.83319411,8.283339138,1,4.469893205,5.39583752
24.72767713,1.846558712,1,2.640101858,1.087615937
35.24853363,3.56873527,1,0.690236508,0.278457547
27.87260745,1.354304603,1,4.053856693,1.113798858
88.01998868,7.658136202,1,4.3893571,2.518053933
11.52035434,0.798247895,1,2.903909416,0.362709205
47.09976058,4.806461673,1,1.026288228,0.818964686
44.10615624,2.510111373,1,4.055091209,2.736785411
86.3416029,8.013903451,1,1.577939678,4.048934053
38.26946662,2.265175373,1,2.048884976,3.37240944
96.62228041,10.04825421,1,1.261473258,0.681351661
26.61108048,2.054362287,1,0.097917565,2.335496308
68.25772213,5.659492394,1,2.260577265,4.978353229
16.4175865,0.601392338,1,3.373844411,0.662945372
-17.37925424,-3.160475891,1,4.079907646,0.836825887
96.42417465,9.021522391,1,4.472332623,2.216495939
67.32911291,5.114224376,1,5.700436334,1.933602815
74.21611379,7.139042588,1,0.978544286,3.004534489
98.34714172,10.15853297,1,1.948541413,1.366824803
89.401555,9.550595289,1,0.796296213,0.775909327
63.69615296,5.38888559,1,3.823784632,1.181337086
85.97286638,8.726212683,1,1.985577664,2.373839753
42.7453154,3.137035115,1,3.894477437,2.813477271
-0.837795991,-2.031088702,1,1.817330154,4.069827437
63.92233608,7.084345009,1,0.427399598,1.269459995
106.6173408,9.650225734,1,3.974342813,3.33002525
116.9564012,9.849058168,1,4.55762137,4.808341959
62.19230495,5.878457262,1,3.320161016,1.934182206
87.60704084,8.580123263,1,3.235632586,1.022323188
7.794987817,-0.956197912,1,5.097553922,1.522885652
24.4103026,1.671999707,1,3.919355753,0.455957546
75.27127903,5.206672862,1,5.705314538,2.43097318
56.41822609,4.596303227,1,3.70333829,1.177300864
63.40173902,5.745817578,1,2.957043802,2.010968033
54.03939897,3.756044806,1,5.856039392,2.096358831
113.8722624,10.82446967,1,2.942071297,2.660465518
105.5343099,10.07237602,1,3.931033819,1.538749876
52.459602,4.116675479,1,3.592810736,0.897180773
-3.008535814,-2.728728488,1,5.685414098,2.587373185
112.5535001,11.12603616,1,2.208069045,4.243019277
3.235677083,-1.894783111,1,5.269122031,2.578646849
128.1156583,12.18856827,1,2.729250407,2.834771574
176.4065663,16.87764148,1,2.978802091,5.964582841
74.42475813,5.411102411,1,2.763693691,5.488731053
24.78746371,0.591179775,1,3.707449181,4.82305849
68.59729829,5.076783471,1,3.624860952,5.981980026
78.22447358,6.690317484,1,4.715277616,3.422159412
114.724216,10.97698997,1,3.331610849,2.077223643
87.13764652,7.356002369,1,4.613870035,2.192068775
18.85527974,0.900557341,1,2.425714036,2.891886789
38.51444591,3.172292268,1,3.064318858,1.630139144
107.5526156,10.46386149,1,3.141218657,3.548966758
153.4709882,14.84709426,1,5.956795247,1.75801228
126.9867051,11.85956998,1,2.577884527,4.946741862
63.19049103,4.659231779,1,5.976067529,2.415238745
110.122208,10.36501482,1,4.719601479,1.253135326
-28.99268874,-4.95568868,1,3.095463807,1.776989759
57.96943735,4.931021676,1,3.016127793,2.246768394
73.45288301,5.131820529,1,5.469824906,3.597420931
75.94560711,6.532578387,1,1.586495385,4.547167157
98.87425531,9.378036333,1,1.043141206,4.678519861
89.63684223,8.206359713,1,2.40198753,2.575212617
77.26410638,7.260999396,1,3.230144304,3.417306315
93.60690297,9.342431231,1,1.469786248,0.937954134
98.88227721,9.353245356,1,2.255105748,1.674337893
79.18304762,6.494941694,1,3.481521284,4.514420121
91.62888906,9.681362661,1,1.25373187,0.261006664
101.7182488,8.813787291,1,4.807980044,4.530327218
52.72050696,4.007510441,1,3.832814493,2.429259057
5.64834586,-2.237442686,1,4.417984536,5.567169114
36.92359498,1.938959915,1,2.632874446,5.12062939
26.49265109,1.116439609,1,3.478874295,2.639098147
122.9214955,12.88703859,1,1.536264057,0.551047232
46.71379307,4.150639019,1,2.782309392,0.855020368
83.06316836,8.79319831,1,1.011689157,0.301969277
104.2100018,9.067017072,1,3.683367197,4.692170415
61.69073647,3.837726965,1,5.748615724,5.040153646
28.15071622,1.39542416,1,2.869168374,4.090311364
96.1183109,8.62778596,1,4.506955985,5.147164091
34.01866642,3.899462804,1,0.123499299,1.301525425
149.7029333,15.1244206,1,1.025814163,3.757891259
106.4813488,9.845367046,1,3.839798979,3.325856457
93.03363888,9.629412628,1,0.989870908,2.05892473
3.638594572,-1.374529692,1,2.128336652,3.932005267
70.90679262,7.267955485,1,1.118558843,5.09884373
92.38954455,8.285814152,1,5.385936968,2.018905399
79.24513068,7.549021234,1,1.426703136,5.364293652
91.49829525,6.54257044,1,5.909660908,5.813790944
98.14388048,9.766906477,1,0.127984421,4.186717413
-19.00056805,-3.380877975,1,0.645233792,4.256624508
111.5130029,11.46737943,1,1.46896097,1.880020184
104.6264721,9.452063867,1,4.334174434,2.210416346
90.73902894,9.64591706,1,0.19640966,1.033044452
50.32686432,3.176603016,1,3.296099965,3.712454226
58.1823378,4.342152419,1,4.096852088,3.504060705
142.3975004,15.09855616,1,1.801445383,1.101284658
102.4406501,10.16528298,1,2.332646764,1.585526308
55.71453989,3.570755278,1,4.394676911,4.667292515
79.86058084,7.566393648,1,5.77497851,1.710789115
125.9845397,11.01011168,1,4.563577022,4.706703602
44.33182074,2.631980994,1,3.490038972,5.283164432
108.5247101,9.669586476,1,2.777237958,5.551968563
71.86006247,5.729577607,1,2.137857723,5.063680856
-7.020598588,-2.287648545,1,2.303530895,3.045707683
76.97010821,7.346632923,1,1.234686193,3.994090781
111.0564591,10.34684075,1,0.832682225,5.11251161
77.53085472,6.559034105,1,2.334492861,3.941725573
49.99711177,4.628208883,1,1.596277337,2.125986626
87.77314605,7.046699435,1,4.219777693,5.128048738
76.25776552,7.673347227,1,2.447268999,1.560577167
50.03722647,4.473197026,1,1.593385164,4.800862853
29.80662517,2.856342299,1,2.40586713,1.290696361
96.69542124,9.125181298,1,1.183878792,5.587180653
56.67005103,3.929329787,1,4.979590125,3.06580255
7.456004233,-0.600112674,1,3.167926383,1.995274248
128.5846105,12.63451162,1,2.370781142,2.278046836
88.78248759,8.529470167,1,3.443799396,1.774085057
110.1433973,9.151084206,1,5.825832419,5.107513223
-3.330526057,-1.94177434,1,3.90089897,3.122920096
-6.371171201,-2.11147175,1,2.001606953,2.030461733
54.97419042,4.732485179,1,1.988684571,4.105476701
32.4483778,1.347799528,1,5.654609296,3.044795778
-32.16631035,-4.216936334,1,2.286674967,0.514911889
25.67438282,1.670939454,1,3.385943537,2.944648321
62.38897985,4.973938658,1,3.069094132,3.172485651
63.13429752,6.200364455,1,0.833163331,2.090267524
54.90701445,4.553403751,1,1.438736478,3.249255672
41.1918089,3.325525898,1,4.308054589,0.18487103
27.71136192,1.990956594,1,1.783342666,3.318306967
92.95882412,8.177176973,1,3.067424522,5.70703048
-19.89167413,-4.511731761,1,1.666263936,5.533824658
83.52266852,7.90508962,1,2.16394157,1.807722243
54.41542394,4.744607508,1,2.625167106,3.445607448
65.19913171,4.553368679,1,4.818400389,4.370287643
114.2226893,11.25867938,1,3.123658371,3.258147229
81.52538129,6.690978355,1,4.176912423,4.007153133
176.8100676,17.27401142,1,5.08702139,3.218855807
64.56335716,5.728965811,1,5.074255512,1.442913534
82.91191574,7.401949719,1,2.351254442,3.039337533
66.4310386,6.393959058,1,0.921082541,3.32252585
81.42701619,7.572163168,1,3.836554759,1.690300865
37.00615158,3.806334255,1,1.723026129,0.207658038
-2.099346811,-2.345671111,1,5.570027287,1.416621348
35.61019888,2.324511005,1,0.933816717,3.399118743
127.9625765,11.73841693,1,5.783049985,2.098922635
32.68044771,2.913630846,1,0.007562879,3.640795501
84.11114581,7.373763158,1,4.245157232,3.740962779
50.82829241,3.325854155,1,3.781125611,4.286483351
29.39391207,0.855924918,1,4.638468268,3.935583116
32.40170666,1.050517216,1,5.355641287,1.869680292
34.67047095,1.861611646,1,3.067224499,4.84880637
116.5689373,10.76878276,1,4.494006438,4.1369602
138.7735606,13.07403846,1,5.558278779,1.844938799
132.8713731,14.0131263,1,0.550521116,0.184379993
110.3883234,10.65843113,1,2.979932915,2.245115579
10.5163301,-0.352365734,1,1.185007558,5.381229209
68.14415943,5.099246307,1,5.964797408,3.952457346
14.71921562,1.387059317,1,0.220926253,1.526164774
12.14660146,-0.204643546,1,1.305378421,5.64742725
107.4856297,9.803868715,1,5.345616857,2.507353254
31.91797001,2.446569989,1,0.713618785,2.681394255
109.4955613,10.21881672,1,2.214233965,4.317626953
46.50495282,3.512403232,1,0.974258581,5.997131051
129.232013,13.15114868,1,1.000149112,2.244790132
93.83056639,8.57333332,1,5.835028273,2.603432053
74.35226638,5.994411646,1,4.862398464,0.823492675
75.8314097,5.078082489,1,5.719965782,5.958548582
32.96623487,3.241595203,1,2.399463161,0.55774985
109.599799,9.34715641,1,5.113483918,5.714699008
74.27086237,6.751363128,1,0.387137144,5.886520844
98.03174367,10.46886517,1,1.815172603,0.15522115
91.05422882,8.051060145,1,2.942837206,3.469463716
84.18728811,7.620127592,1,3.877567437,3.577559429
54.76527435,4.909063349,1,3.063805958,3.784087651
21.91119796,0.584605461,1,4.783555408,3.278161075
59.1859471,4.370340096,1,3.390053672,4.149775591
88.39812524,8.570066905,1,2.121143916,4.143417475
73.02183579,5.726048043,1,3.954599662,5.576990634
78.72079153,7.553909103,1,1.435647456,2.770209606
68.53899155,6.926729467,1,1.591264725,0.134658795
85.04455319,7.91433067,1,3.109613108,3.882599237
66.84683359,5.375451541,1,4.427465212,2.332150923
135.5165411,13.17621776,1,4.677665436,0.803817325
30.69583396,1.599857749,1,0.688166379,4.639345878
16.02594663,0.578524101,1,3.674240096,0.185869787
90.84570688,7.005332705,1,5.465617052,5.097659164
47.48896676,3.773719641,1,3.804128756,3.14522828
94.07900343,8.676126911,1,1.647984198,5.207359708
112.0857931,11.0494547,1,2.117012029,1.427589531
82.62618679,8.052684575,1,4.02497614,0.384273886
91.34595586,7.906066974,1,5.440268515,2.377273078
50.67284226,3.932770977,1,4.381414991,2.510368538
33.76994987,1.605974159,1,5.518601933,2.591626067
2.975265369,-1.077277268,1,2.294599542,2.082693096
38.71043043,2.402084984,1,5.124843227,2.132610823
65.48985298,6.562332002,1,0.328404541,4.526909122
72.69103179,7.255896648,1,1.523916174,1.452808728
147.7396749,15.44484333,1,2.202773985,0.992533377
87.99477765,8.054116817,1,2.163422448,5.120341326
8.2879156,0.045995301,1,1.683099185,1.543830066
80.09912288,7.345670515,1,2.33215506,2.430987509
61.87009512,5.134482431,1,2.088806655,5.34672243
87.09871339,7.690975717,1,1.673538402,3.680729632
78.5966168,6.017096374,1,4.80652881,4.875121668
127.1998229,10.75740677,1,5.970083044,3.943954566
72.41327429,5.718884272,1,4.519451772,3.441636672
77.25178657,6.212072506,1,3.620057571,4.950826549
63.245802,5.262259982,1,3.563689081,4.184362602
89.83272261,8.017268294,1,3.493741728,3.418076231
85.89686128,8.023621225,1,1.431955713,3.619562121
41.16772704,3.328801509,1,2.72570629,3.177391408
71.40186809,5.268122103,1,5.973099754,3.676348471
39.2688469,3.782855649,1,0.496475895,0.155743159
41.22184349,4.031884772,1,0.311436033,1.750046299
57.71474017,4.991210137,1,2.962783277,2.645029062
113.9329238,11.251719,1,0.323961579,4.489148186
49.14903622,3.377052015,1,5.702691439,5.495586913
57.4979214,5.005435073,1,3.799147569,0.617360603
48.24962992,4.630013734,1,1.619622483,0.855408241
23.44606963,0.909714617,1,5.980877618,1.628491171
68.18528247,6.347149265,1,2.152824668,3.673104223
41.99374892,1.84394658,1,2.230572467,5.352489795
70.68334884,5.981431878,1,1.981358391,5.417121362
83.27936134,8.432168728,1,0.626373081,0.303515552
47.55739822,4.511011831,1,3.479408573,0.761780884
28.19805802,2.048119629,1,1.998536796,2.713188525
58.75037857,5.939256748,1,0.022665475,2.018832177
94.52849853,8.654373643,1,5.967576657,1.708647163
34.26024062,2.832626396,1,2.215409167,0.407054317
88.81756833,8.956066042,1,1.321395367,0.414104269
1.112306477,-2.600485348,1,4.458957014,4.542942743
101.1955984,9.287139644,1,1.835743872,5.576578373
116.684396,12.6150153,1,2.413253096,1.485974004
46.32964746,3.670760867,1,2.361428658,3.372802841
46.09615226,2.902440808,1,2.644538723,4.478843867
78.1126498,6.421536933,1,4.636830457,3.27683733
100.6156153,10.90609892,1,1.257414261,1.352529479
94.91325581,8.425679059,1,4.488736129,4.103348713
48.86665602,3.541871935,1,3.512130916,2.803119604
83.4784508,7.457713199,1,1.946683173,5.594283471
83.17811754,7.435252535,1,2.2502847,3.928839607
85.24745519,8.089529132,1,0.161623164,5.276445913
26.26653103,1.408140267,1,2.900009257,3.218221975
79.88525802,5.718015729,1,5.820482633,5.66995258
143.5529424,14.8520111,1,0.002370422,3.925251585
46.12838261,5.106167309,1,0.634215291,0.083028705
60.39707208,5.00542137,1,2.639659226,4.998785947
11.14371594,0.338998126,1,1.873792446,0.134297867
67.74147741,4.839788669,1,5.827997052,2.791418096
52.39773974,4.389897097,1,3.511613214,2.764010732
118.308235,11.14104276,1,4.403571771,1.178856275
26.76229349,0.784201791,1,3.981162907,3.967037074
76.92373755,6.02920315,1,4.337907116,4.311673941
16.81570412,0.954920098,1,0.666089661,3.143757882
44.93934572,4.274115202,1,1.311475303,1.396196364
75.45647974,6.859371064,1,3.735397811,0.935286279
64.70976339,4.81594417,1,5.755682568,1.433343587
87.52581671,8.717382549,1,4.873894368,0.978865121
23.1639686,1.130675894,1,0.132977009,3.506379694
21.35236259,-0.035102128,1,4.095234273,5.055356914
84.95233701,7.415325255,1,4.984725188,1.120867162
154.2126985,14.09591251,1,4.846838655,5.43581248
89.85957505,8.088560395,1,5.051071177,2.545182629
48.36589412,5.116843723,1,1.126006041,1.414136886
