X1,X2,X3,X4,X5,X6,G,S,Y
0.83317127,2.906986156,1.547621043,1.946193325,1.445427908,1.924154277,1,1.760946813,9.345287775
1.464917982,2.210179554,3.065587262,1.202263477,1.949059059,0.989342928,1,5.037656329,16.90082182
2.785515225,2.911584956,3.849724228,0.638635967,1.475959285,1.199286602,1,6.598750953,23.74114493
1.046075945,5.859472343,3.450193318,2.053501302,1.197263574,0.030197827,0,3.316672135,12.08368174
2.862473123,1.176844489,2.504676637,1.426204966,1.268256834,0.686159506,1,4.114028192,16.63981598
2.085822417,7.303703836,2.619498831,2.116512692,1.795069254,0.436568019,1,6.078404778,23.7238947
2.668360617,0.715646445,1.620932681,2.252677956,1.824426995,0.704397997,0,3.288182569,9.727706226
0.541221736,4.485617945,0.055136706,1.762632847,1.321172253,1.998390608,0,1.984295389,7.494414851
1.888172551,9.472168918,2.179369493,2.548571811,1.721222944,1.694556685,0,4.25948256,15.92749109
2.96869241,4.110871477,1.113179486,3.841462022,1.629932264,1.286125681,1,4.520049769,20.055445
0.39086661,3.582252468,4.072309725,2.011447721,0.585569423,0.023711961,0,1.778967157,4.50367669
0.991981577,2.493428769,1.664511244,2.196510706,0.447588101,0.247640036,1,2.553485607,9.772219939
2.59536164,6.411572771,0.621390071,2.941858382,1.831328779,0.708326254,1,3.714986882,19.64166197
2.332753318,1.126076748,2.635211521,2.688439498,0.420119699,2.298940188,1,0.79140017,12.19415924
2.481910349,5.878763762,1.129182007,3.949139166,1.257073399,2.827812192,1,5.008019698,21.18325466
1.809973069,1.706752311,4.133786029,3.679658822,1.971104559,0.103357998,0,2.814782549,9.346729999
2.341075533,3.078607964,2.111139145,1.545780546,1.244395897,0.658048222,1,4.514253963,17.72327594
2.652681082,1.270826561,0.434860222,1.599780451,0.766099875,0.130291042,0,1.450694586,6.412848527
0.623141693,5.029159988,0.282827717,1.819687388,0.379834795,2.186561282,1,4.088655903,14.04091556
0.921257691,1.69678679,3.459886751,2.532801583,1.591001371,4.324676061,1,3.510419984,13.31500194
0.991589544,7.781643518,2.195530522,1.247949866,0.167813832,2.271101124,0,3.756154221,14.32052754
0.596037211,1.420963877,4.743997345,1.015170195,1.774219287,0.404934524,1,4.873310206,14.36031303
0.707082906,0.719240789,2.925855005,2.07387759,1.746245752,0.970709996,0,2.472172048,5.603506164
0.824659981,2.949217083,0.498535045,2.842671449,1.30668251,0.406889487,1,5.167345341,16.7127618
0.760171961,5.598682883,2.328031457,3.651114223,1.552535634,0.117611447,1,5.979095892,18.25704979
0.370461691,6.01558188,2.019322515,6.823635593,0.711424004,0.179410844,0,2.20762429,8.135769998
0.689717661,7.136668405,2.400086885,7.368253418,1.683362116,0.644108791,1,5.923691631,19.87176297
1.792725877,3.006332161,3.659670053,2.251461607,1.811334189,0.396707769,1,5.177163215,18.76175951
0.634225668,1.088950821,1.498391468,2.418721916,0.728940665,0.519754255,0,0.949387405,1.495612034
1.391103534,0.641314177,2.185402524,3.644289958,0.481693148,0.052158545,0,2.317756736,7.204944752
1.941303582,4.848677935,4.982145965,3.969244271,1.087126669,2.74326028,1,7.969499579,27.42179121
2.881719276,10.47844845,4.736166383,1.00018013,0.915283903,0.468240052,0,4.538268471,16.23536679
2.029194515,8.206985558,4.144676686,4.299031506,1.532593618,1.857274524,1,5.943747738,24.75736832
1.335444065,6.665956375,0.915101242,2.373181179,1.640083082,0.522655156,1,1.737406284,12.00535017
1.367194369,3.54750249,2.726448576,2.996588259,1.221728912,0.358108619,1,6.424056905,21.13711783
1.336241931,4.920235699,2.73483096,1.754836952,0.169188234,0.509008758,0,1.965549559,8.434977471
0.735277768,3.465670997,3.16687398,2.049166024,0.921928955,0.688158191,1,3.853367128,12.52393041
2.083052136,0.532609618,3.962649895,4.533452187,1.116399057,0.514089595,0,3.448003458,8.742336259
1.717694301,3.782773325,0.002640673,0.981002113,1.730671261,0.62990956,0,1.608895115,5.476051024
2.900997253,6.011910649,4.592345803,1.120154359,0.605463451,1.399370537,1,8.207653134,28.70114282
1.985337066,0.649952656,1.353512941,2.807142357,0.74175545,0.29940388,1,0.248452102,8.96094671
1.874093151,11.99624772,3.069217647,1.86269932,0.324089187,0.981752094,0,3.611538669,16.2519707
2.569959128,1.340508168,1.487623866,3.216011552,1.161323165,0.023142709,1,5.203900152,18.28989615
2.324336664,2.22118164,0.540977248,1.407043283,1.012449041,1.175395207,0,2.40002302,7.271168019
2.502081296,7.65088383,4.192651887,2.100404056,0.806805964,0.418855361,1,4.364312639,19.44038787
0.274530836,7.690333742,2.941357647,2.538781636,0.512095828,0.272070718,1,2.249813787,11.05326427
1.37857646,6.005062178,3.746376195,3.179474399,1.375132199,0.70100716,1,5.656724189,17.47161165
1.798194468,0.67333361,4.667792574,1.580204551,0.677643706,3.151164713,0,3.277564306,10.09150169
2.759165732,1.679072593,1.265593775,3.037006911,0.467092223,0.053007824,0,1.561200577,6.028143797
2.948472232,0.832764244,3.815706241,4.164351226,0.151310648,1.478421803,1,5.804500729,23.22878819
0.113407738,1.283539287,2.715424437,2.130937658,0.038414557,0.525028072,0,1.975608735,5.916687905
0.746227208,3.478037724,1.338460797,2.74935082,0.887558849,0.874606536,0,1.838443868,6.904619644
0.902209575,3.324586992,3.725461502,5.428221028,1.923612967,0.409649074,0,3.769568073,11.09014592
2.200400105,4.213003097,1.77792514,2.140011205,1.74080734,0.631088139,1,6.565958517,24.27292514
2.720863127,0.770874165,0.861985938,1.347393696,0.664765629,0.211544823,1,3.072080518,14.65193064
0.629450304,0.751008553,1.09241695,1.537150548,1.600263216,0.209561268,1,3.43052537,11.34208491
1.074413968,1.976313094,2.23716019,1.410755518,0.406697192,2.709790865,1,2.587889842,10.36265312
1.344897433,0.871028235,3.945169116,2.5236131,0.236778491,1.757775949,1,5.731007957,16.55805375
2.719279299,2.811974977,1.736727834,5.108920769,1.794188037,2.160276059,0,4.070367902,11.85689641
1.168317887,3.348366323,4.521339112,1.812121027,1.094115066,1.092133982,1,6.028496319,18.01773433
0.375717263,4.890630729,0.991216359,3.24657659,1.607950249,1.484147156,1,5.034207871,16.42375564
0.090437237,2.661500309,0.521552321,2.345580961,1.055743199,0.216820049,0,1.238886764,4.190629407
2.315416484,2.590641819,1.386675434,0.652029181,1.970277254,2.898488867,1,2.868915916,16.77155542
0.982245246,2.833169058,3.840761775,2.555522457,0.088234606,0.120992324,0,2.259307867,7.03981363
1.16843608,5.461243181,0.661197595,1.265362528,1.531352144,0.346722979,0,1.68889234,7.489886297
0.123158264,3.449987285,1.186663712,4.700150349,0.128494479,3.368694578,1,2.797672946,11.74848153
1.084189903,2.216104841,2.870274074,3.278289225,1.8137193,1.719973932,1,7.918271423,22.21175162
1.712934252,3.593560684,3.65061941,1.330176384,0.178974088,3.192804004,0,3.887716215,11.0317869
2.054640726,5.718875866,3.421344399,1.905022589,0.453884782,0.498810834,0,2.703078388,10.2440082
2.913350241,1.343311732,4.929751954,2.185158952,0.094927432,0.000621101,0,3.095641406,9.047937746
2.105876422,3.649657412,2.685333337,4.145580665,1.04682972,0.300355357,1,5.151125283,18.76473447
0.034636514,5.186937587,4.268815803,3.569861062,0.932780304,0.38665691,1,5.446766765,16.38214089
1.606596386,3.444580258,3.686555371,3.244300804,0.32308044,1.732513363,0,3.023936601,11.3139851
2.509714388,1.736954539,1.339254992,4.02012869,0.057888371,0.594680447,0,1.933169609,5.764985246
2.420600227,4.929712265,4.36684125,2.483326394,0.906261264,0.136703768,1,3.513964911,16.05404832
0.24279793,7.642241522,3.885306345,2.38130808,0.484345274,0.475229825,1,4.253725619,14.46246887
0.716727905,2.640722414,2.786908043,2.912212355,1.524717188,1.189854064,1,5.608334451,17.37704085
2.897969592,0.326278653,0.461712169,2.870959052,1.235304554,1.879996672,0,1.737180389,4.126258719
0.113016979,4.269040981,4.686683812,1.123813449,1.295490813,0.340223717,0,3.248365096,9.849334755
2.749219297,1.38920328,0.358707691,4.713819865,1.997445162,1.265958557,0,2.70929566,9.18746834
2.178679735,2.092279862,3.63884882,1.226108597,1.096737444,0.874415345,1,1.681773628,11.82046022
0.602328643,2.055200271,3.919284985,1.428715789,0.002084958,1.081556896,1,-1.228130095,1.194715507
2.520602239,4.403128469,2.611496534,1.56204104,0.77477412,0.452359166,0,2.713765366,9.522961915
1.189987042,1.926832423,2.283051721,3.91339556,1.180944073,0.91451046,1,4.501611782,15.00568747
1.178106778,3.785841731,4.334871148,1.489127919,1.710109875,2.155312062,1,4.92344542,16.02647435
1.417670661,1.197472981,4.949946899,3.114399381,0.736297528,1.712656804,1,6.038676751,19.71657216
1.750970744,1.770633784,0.2922972,0.588523479,0.602537297,1.553555751,1,2.096199847,11.57213093
1.057161507,7.571274746,3.448608682,0.456858808,0.742769517,1.739465624,1,4.965098843,16.4594181
0.085422039,3.046959079,4.393544588,1.385322057,0.685473318,1.137809131,1,4.535815118,13.54663212
2.985263804,6.107192758,0.781577214,2.172350101,1.210663097,0.561224875,0,2.66527774,10.34744425
1.654953529,5.417396792,1.03207833,4.128172545,1.504804848,0.52843093,0,1.993820683,7.794982596
0.305861872,7.739174803,2.986258141,2.336468242,0.284872485,0.446921152,0,3.67276055,13.56128737
0.713745444,2.033328187,1.623277527,4.315257029,1.819047465,0.821332035,1,4.570965935,15.58470805
2.580292995,6.094618426,2.967568485,2.306091976,0.624168855,0.410247062,0,3.565181877,13.74161018
2.214783859,2.065902358,3.268655739,2.997659004,1.334231122,1.519508241,1,4.002958201,17.60260882
1.491936794,0.585933407,1.877726491,3.191468165,0.950462985,0.924506002,0,2.496930539,6.767265265
1.739763255,2.121359798,1.557791436,6.906143447,1.604099658,3.103951458,0,3.994679314,11.45645386
0.048550155,3.335592356,3.151364785,3.326445496,0.957252285,0.591180187,1,4.304836346,14.25700504
1.416389645,7.489346867,3.163459857,1.330494581,0.872082278,2.215151855,1,4.913149892,20.76253196
0.127169186,3.476199707,3.040074023,1.885807792,0.104023479,0.607924396,1,3.454945579,11.84053819
1.389463249,3.270521227,0.791524632,3.468974392,0.027071256,0.027873631,0,2.147867638,6.067157273
1.889984304,3.228465505,2.559298108,2.734385315,0.369040987,0.359772725,1,5.721442749,18.81927998
2.019747863,3.040392005,4.556353341,4.887326959,0.241862137,0.326584551,1,7.073880472,23.47878217
0.261104012,1.751706776,3.24617233,1.399388793,1.095712145,5.409692358,1,5.486090027,16.4590087
0.430751399,3.424371647,3.265560254,5.103455476,1.387038689,0.893067841,0,2.913203049,9.204421615
2.725435497,3.700495191,3.583879077,2.792605765,0.773248141,0.074033239,1,5.5578014,21.31229869
0.36759777,4.547572192,1.533034557,1.166201414,0.008374404,1.518505566,1,3.026828834,10.71780483
2.186588377,1.917288131,2.675783547,2.101438071,1.196726921,1.779609431,0,2.175756048,6.9791377
0.130067745,6.894724697,2.9224869,2.54255467,1.592956157,1.101579475,0,3.730139393,11.46883656
0.597217381,2.681904624,3.554475228,1.475340819,0.599359979,0.086011558,0,1.97088438,6.620263715
1.515258785,2.265383125,4.270561761,1.84587347,0.589402321,0.270787683,1,1.347274803,11.33316106
2.779166289,12.06127926,2.619126635,4.894771756,0.833065339,4.396729685,0,5.169827733,18.53939416
0.415205075,8.481333258,2.064926439,1.165337562,0.027755811,0.402473829,1,2.558046605,11.5587353
0.507583728,11.17234658,1.367491331,6.119402835,1.405191655,3.504991476,1,6.526932416,23.79996777
1.819882134,4.351142585,0.532813938,1.385796687,0.727632783,0.233056987,1,3.29478075,15.00801486
2.44763008,7.689298717,0.147222574,2.097885332,0.480136112,2.014626487,1,5.569591685,20.43771061
2.530143622,3.689218223,0.391861663,6.751065326,1.536702141,0.428232445,0,2.563863636,9.902261048
2.364231581,2.114328735,0.305048038,2.964248613,1.975614,0.974446083,0,2.290611506,8.389926738
0.057062597,1.531315984,2.068772287,4.190085383,1.701731391,1.673412851,1,4.352744509,12.41200051
2.094262491,1.616066584,3.529238983,1.334434754,1.436648977,2.763729358,1,4.426492454,16.4512785
2.445279346,3.747842898,4.170201721,1.790216307,1.252074046,0.320550379,1,6.284231185,21.02851
1.705200183,4.07455698,2.472677826,1.123901139,0.64789764,0.911207715,1,4.763104444,15.7467574
1.440188649,5.72780459,1.723212139,8.416189591,0.76061974,0.787704665,0,3.292235244,10.39788782
0.484110353,3.445437622,1.690438176,5.409914119,0.322556372,0.7831733,0,2.21771146,7.046936169
0.267768696,3.184446965,4.690677545,2.880871255,1.953960864,0.852289081,0,3.389800634,10.05662292
0.488047125,7.801339773,3.063128277,1.875987533,0.764522736,1.357041688,0,3.037723734,12.21811878
0.080185351,7.774601931,4.307531347,3.778231255,0.102110531,3.560108218,1,6.606661844,20.77572308
2.128888427,6.557705539,0.002024365,4.211148897,1.903348166,0.837351865,1,7.251100008,25.09125829
2.283054531,8.19158093,4.550848163,1.036357719,1.967450144,0.378317264,1,8.852194823,28.37083958
2.572424338,12.22259169,2.042064328,1.79188687,1.552491231,0.627796209,0,4.810874806,17.17545711
1.31179746,1.478346655,4.32049259,2.593374218,0.161316664,1.038787346,0,2.859267291,7.879906359
1.25140934,1.077324634,0.146499424,5.71116371,0.473524907,0.352076112,0,1.963196604,4.862229626
1.756948471,1.216458639,4.562620178,0.819190827,0.295493829,0.384638767,0,2.818417827,7.239553189
2.474902743,1.495157186,4.324038422,3.473480139,0.863564274,2.721751555,0,3.844329757,10.73068837
2.379417682,6.882742017,2.257875367,2.73040069,0.727909939,0.032978629,0,3.014791412,11.0590883
0.97845771,1.069180591,2.139589605,6.009448195,1.077204618,0.402889278,1,5.124137833,14.67853309
2.87379583,1.106590726,3.484454642,1.061920359,0.509013308,1.836806955,1,5.048676365,18.26580214
1.376027458,0.947761873,2.361864301,1.159531978,0.2716277,0.074854488,1,5.643569019,15.83651674
1.81806565,3.534355022,2.456209707,5.612228747,0.515069307,0.451033497,1,4.273269578,15.58270521
0.86616581,4.787025387,1.366615917,3.374203829,1.954390259,0.125805001,0,2.699819466,8.72843259
2.153492531,0.337124454,4.28334568,1.235225764,1.611846892,0.429594681,1,4.559937229,15.07406573
2.770192328,0.496742355,0.057645305,1.962167774,1.47402294,1.126357208,1,5.521911432,19.3850771
2.024818459,4.865494374,3.059063535,3.659570349,0.238485008,0.782566482,0,3.436572845,10.05077441
0.557819977,5.630048126,2.131991683,3.175917494,0.160625021,1.276466853,0,2.682287142,9.870700776
1.044201488,4.690524151,4.600207348,1.995145961,0.597201879,1.589011032,1,5.316805006,17.60364204
0.370558594,5.82103603,4.272197451,1.826817419,1.777642996,0.106955178,1,8.595348144,21.73356393
0.324348656,1.160566588,2.566932647,4.28794664,0.830260736,1.235519572,0,2.210242165,7.016093471
2.514599703,0.999660703,2.008833773,3.19791633,0.475531838,2.799598581,0,2.399404393,6.084480156
2.978313282,8.386159554,2.297241403,4.912092375,1.435487394,0.415917109,0,3.5688327,11.66140425
1.311403228,0.133160567,3.251055063,3.931475175,0.90126794,0.870079777,1,4.708011195,14.37230083
0.607693712,1.333339411,3.201199212,1.844810232,0.983529592,0.699525224,0,2.075938493,6.495766082
2.891614502,3.924930106,3.104045149,0.911688327,1.69563102,1.180199143,0,3.319627442,11.78025272
1.981161336,4.041550076,0.4134902,2.530409778,0.367258798,0.836488322,0,2.000932055,6.747444378
0.894350488,4.179670849,0.051242021,3.883496934,0.872075214,0.446634276,0,1.899594391,7.520694943
0.357786558,0.930093647,4.36915324,1.154008081,0.320067849,0.280241888,1,5.113417837,13.14928923
1.799254804,1.755935917,4.461893311,1.080849071,0.640327049,2.944457902,1,4.649966759,18.93763332
0.360571659,1.076988468,1.680159947,1.754208806,1.227188889,0.596636703,0,1.907954958,7.046930475
2.365296049,4.865288124,1.668585199,2.950393943,1.236436584,0.454333413,1,4.129001994,18.08615702
1.108788213,8.998375024,4.566796953,3.363549613,0.426518499,1.424103111,0,4.253390552,15.25950025
2.868968509,4.184938744,2.945321196,3.353391635,0.298835832,0.150021124,0,2.827512028,9.463777459
2.740729967,3.206200678,3.810117145,1.180883058,0.048965289,2.050679314,0,2.771022964,8.069318944
2.470009031,0.827606036,3.886847139,5.744791665,1.127834017,1.930376433,1,7.059720974,24.07179844
0.958446468,6.375631418,4.270507443,4.57539669,1.216098631,1.230677153,0,3.994826151,13.19708532
2.633100977,3.230238018,2.629659136,0.600716372,0.433279422,0.068772987,1,9.035706405,26.87230841
2.401052994,4.693670954,3.837119632,1.038631749,0.275308572,2.556716432,0,4.006197594,13.33721147
1.834069923,1.376603137,1.147476219,2.438731962,0.148963397,1.7019569,1,2.501521585,12.63772871
0.217263412,6.16107371,1.549409075,4.877096983,0.98146774,0.650751153,1,5.860200242,20.00750655
1.264763131,0.195986477,4.235375461,2.716317024,1.075705885,0.476975895,0,1.94535725,6.816210014
1.033396804,1.645442146,4.079166295,0.570255341,0.295262317,0.009459197,1,1.722305852,9.645430186
2.255207061,7.318269105,4.127246755,3.977381818,0.373189356,0.08766936,1,5.312466494,21.3626975
0.65625396,6.383868994,1.587284696,2.679861535,1.591292936,0.852078797,1,4.927211527,15.60280686
0.876401918,1.340916872,1.870887142,9.568771024,0.97046814,0.30029615,1,4.443486298,13.22662238
1.067860096,2.985718538,4.593346249,4.91740838,1.126940398,0.091974311,1,5.653794429,17.80404811
1.895885771,4.547643686,3.142270348,3.205774178,1.32552447,0.334421983,1,5.986445931,18.89103932
2.232098343,3.802081077,0.867199975,5.711374401,1.757062893,1.450588207,1,2.969501887,13.67994034
1.371667267,3.813700429,0.289877526,3.593197351,0.2683595,1.370611791,0,1.742981425,7.139069096
1.705543555,4.658852071,4.839570672,7.690634659,1.176828873,0.189076575,1,6.667159665,22.78347541
1.801453362,1.833357125,1.106583019,2.08702338,0.96115987,1.728772653,1,0.687389679,9.129081085
2.854148285,4.387705744,1.079249348,2.293220709,1.732017086,0.811802506,1,4.531537618,18.55601936
0.808293936,1.856683769,2.843727648,2.30935946,1.418059148,0.690228359,0,2.741635831,6.775140732
1.976515173,1.194413013,3.272565263,2.144814811,1.732101815,0.073724198,1,3.31835369,14.77917622
0.22941364,7.40482558,2.587381032,2.188083891,1.116352048,0.97072571,0,2.897420882,11.00518297
0.213855623,4.09952512,2.466102674,2.565626046,0.392024615,1.462481355,1,6.831755873,19.93550396
1.11099456,1.114521403,0.900649359,0.915865103,0.570876438,2.125049688,1,1.463174671,8.498890613
0.891306601,7.592421609,4.304064332,4.629948956,1.306922678,2.1230078,1,4.367083221,16.88176337
1.653234816,3.171658077,2.576462092,4.045416646,0.571469948,0.718871529,1,5.939834049,19.94428017
1.109671766,1.793719461,1.829964806,5.755516961,1.564676461,0.063435174,0,2.280211891,8.5222136
2.537068596,1.594208188,2.537396105,4.738347944,1.762441512,3.158040514,1,6.914976841,21.64860999
1.862372108,3.398735801,2.798269539,2.354471391,0.46605333,1.454049842,0,2.782432048,9.894676834
1.197420067,6.956416193,0.669495075,3.324178347,1.208319973,1.906549573,0,3.225502798,10.76533579
0.898984585,4.330650326,0.637764808,4.151255682,1.365464948,2.253832696,1,4.284168691,16.52999433
1.14335951,4.975054409,0.774173558,5.047297376,1.194818798,0.339288437,1,6.957935812,20.5762349
2.103404809,2.336978689,4.012568634,1.521050457,0.272511614,1.416569908,0,2.963498599,9.069223607
2.840595872,9.919688918,2.227743142,2.072500412,0.060845606,0.668221649,0,3.072010148,11.27046371
2.318484963,10.76422755,0.853765873,4.121090698,1.20960945,0.936589017,0,4.582125936,16.37260003
0.658650485,1.354265646,0.241715993,4.273293606,0.048982279,0.061185974,0,1.228323717,4.290203234
2.148331087,7.313148154,1.583802542,1.789140433,1.825578345,0.571720368,1,6.289024235,24.06664574
1.992653894,3.698750897,1.406007127,2.981291701,1.745260312,0.27004131,1,4.31259966,18.07517096
2.118750604,3.560644374,1.711948058,2.572504312,1.686194603,0.252839983,1,4.317549997,16.67106254
2.136751485,2.03780982,0.208993549,3.956058311,1.772128476,1.619704979,1,2.889409674,14.63168456
1.982826325,0.945352366,1.540224558,3.529336039,0.906808808,0.838618955,1,2.079683819,11.84874656
0.123038066,1.27419553,3.747940562,1.316332605,1.196204913,0.271912687,0,1.980346311,6.714085973
0.183424485,11.15997496,1.252511468,3.617967047,0.218797631,1.041324589,0,2.745037405,11.94223355
0.839285079,0.816286595,2.514920485,3.88282827,0.614687398,0.738416799,0,1.851960129,6.501637557
0.905903151,1.112305988,4.718944465,3.481235671,1.848348598,0.885379421,0,2.598261974,8.670060272
2.86983249,6.458287567,3.844861819,1.681997769,1.086700972,0.522413505,1,5.60681821,23.71641963
1.169456157,3.114411023,3.767241412,2.979806162,0.452050061,1.214182498,0,3.629767674,9.748312703
1.11536636,3.966214441,2.5197884,4.305936088,1.815519433,0.050091688,1,5.371469472,17.61312515
2.529427459,0.662668824,2.395957469,1.06928983,0.959398961,0.021324665,1,-1.020608776,7.101948331
2.541705001,4.111573574,0.808954831,0.661676418,0.789132257,0.481068256,1,2.994040821,16.01274997
0.957993458,6.322664097,4.900532425,2.08254573,0.375643075,0.3036479,0,3.416354257,10.96638504
0.397518139,6.731705363,0.978194942,4.510830417,1.426084308,0.188826874,0,3.116815966,9.66616579
1.85132736,3.115035721,2.630324954,1.193099732,1.215941697,1.027112609,1,5.798253018,19.06958286
2.373913528,3.735082241,4.085758188,1.169847373,1.240157102,2.285128226,1,3.185561911,16.95521234
1.014146119,2.561328332,0.564454447,1.524979312,1.322468992,0.038337038,0,1.436089937,5.811463369
2.716342791,2.190510611,3.963607819,5.432299035,1.234593857,1.044106933,0,3.384199136,11.30339829
0.59267013,4.45440584,1.070026223,2.607744799,0.730851975,2.094317551,1,5.775967127,15.98066433
2.263808684,2.002855656,4.993761848,0.53937692,0.623421893,0.104649161,0,2.59831062,8.879835859
2.734184542,5.628632491,3.305922224,2.167908533,1.9908612,0.413153827,0,3.706634286,12.81581096
0.968063114,1.769630122,1.121681784,2.469684391,1.22443469,0.912594742,1,3.984845611,12.24397957
2.733601363,7.708689985,4.984452925,2.642188617,1.630970216,1.350357768,1,6.595601468,27.01409639
2.865521475,0.680774011,3.05540461,1.295755547,1.119331145,0.130035497,0,1.861015642,6.466168212
2.013428832,1.836803041,4.566126553,4.098542253,1.552776639,0.012744986,1,6.534608566,21.1042957
2.234946603,6.077615305,2.882779948,3.158943394,0.263926031,1.248788127,1,2.239115792,14.30157752
1.320050929,2.722677512,0.725228424,6.980739579,0.33588168,0.428186509,1,3.175856703,11.71380299
0.345118254,1.07891513,0.681873922,1.368753651,0.127337206,2.656657998,0,1.981070096,5.126476689
2.026928346,0.54456074,1.376294622,1.238769435,1.129911401,1.68942333,0,1.433556042,3.907070903
2.19467855,4.055655024,4.131053138,2.149516887,0.14914179,0.421332686,0,2.256972688,7.637764595
1.451954708,3.009205983,4.343963129,0.996272108,1.071198205,0.34306535,1,5.81611574,19.06475988
0.513144114,4.504589281,1.414009548,1.487191359,1.776915077,0.019684225,0,2.638209425,7.977637506
2.027545604,9.797222412,2.972073539,1.917442912,0.988375228,1.447360173,1,8.910435983,29.65978631
1.024442488,3.512155949,0.506881321,1.524941152,1.693273233,0.807335268,0,1.809329392,4.649732307
0.630736629,3.808382832,1.221523345,7.7716248,0.084942804,0.195097942,0,1.418707546,6.67891972
0.048958782,3.886634144,3.134235394,2.862112613,0.233680516,2.886143791,1,4.709488843,15.24838577
1.130288632,2.402156648,3.483659158,1.449862106,0.612534811,1.117579784,0,2.231072424,6.751291927
1.686922205,11.60077369,0.783031255,1.366536896,1.608284768,1.515986507,1,6.505734765,25.00188025
2.039953823,4.364638744,4.503677447,2.434728275,0.366927132,0.670153323,0,3.514807693,9.914357805
2.236166311,1.145266108,3.815722974,3.042963764,1.838159601,0.065749789,0,3.031282622,8.725715933
2.850218167,1.428892459,4.040110699,2.214073676,1.566618979,0.085126542,0,3.293332065,9.265442745
0.489272143,4.096419455,0.483557752,1.16856591,1.439441768,0.131886994,0,1.892402143,7.041002869
0.974270707,10.46481484,0.936743788,1.621268351,0.121549852,2.060403879,1,2.598227979,13.89205281
0.398148106,5.595310557,0.701972207,0.708313588,1.266499234,0.112220239,0,1.796185959,6.490206712
1.911892316,5.491306477,1.149250079,1.047028356,1.475770005,3.242981566,1,5.830908287,19.77306567
0.992788832,2.40867164,4.873831871,1.283465885,0.392109625,0.749164592,0,2.132652026,6.88783193
1.947238719,1.826452272,2.978425794,1.676370328,1.750688805,0.46591574,1,3.00146019,11.87974687
0.213699799,8.88344803,2.669650839,2.740148045,1.223831916,0.703145285,0,3.349030178,13.74649086
1.987171407,1.424605,0.346830786,3.753003911,1.860443902,0.818743302,1,6.479555284,21.13360412
2.278810685,4.961080862,4.741143237,4.058722241,0.794333553,0.641971846,0,3.741577961,13.26343751
1.660080508,3.114859884,0.031797808,1.959814662,0.622414322,0.78616638,0,1.695732442,3.277299931
1.617816293,0.560396686,1.330413923,1.778811996,1.242965401,0.009207707,0,1.245547279,4.921780445
2.548776961,2.596559285,0.498312952,1.539552698,1.667902036,0.352513703,1,3.685643536,14.77177676
